Course Name,Course ID,Credit Count,Prerequisites
Topics in Algorithms & Computability,CS 410,2,"FREN 201, FREN 202, or equivalent
FREN 304 Third Year Grammar Review 3 credits
Systematic review of French grammar"
Topics in Parallel & Distributed Computing,CS 415,2,"FREN 201, FREN 202, or equivalent
FREN 305 France Today 1-4 credits
Social, political, and economic trends in contemporary France"
Topics in Architecture & Organization,CS 420,2,"FREN 201, FREN 202, or equivalent
FREN 314 Paris et L"
Topics in Intelligent Systems,CS 435,2,"FREN 201, FREN 202, or equivalent
FREN 315 Composition 1-3 credits
Practice in descriptive and narrative prose"
Topics in Information Management,CS 440,2,"FREN 201, FREN 202, or equivalent
FREN 316 Conversation 1-4 credits
Practice in conversational skills"
Topics in Information Assurance and Security,CS 445,2,"FREN 201, FREN 202, or equivalent
276 2024-2025 Undergraduate Catalog www"
Topics in Computational Science,CS 450,2,"FREN 201, FREN 202, or equivalent
FREN 318 Introduction to Business French 1-4 credits
Introduction to basic concepts associated with French business practices"
Topics in Graphics & Visualization,CS 465,2,"FREN 201, FREN 202, or equivalent
FREN 322 Listening Comprehension and Pronunciation 1-3 credits
Development of listening comprehension and pronunciation through the
use of tapes, videos, films, compact discs, and other recorded materials"
Topics in Human Computer Interaction,CS 470,2,"FREN 201, FREN 202, or equivalent
FREN 323 French Phonetics & Applied Linguistics 2-4 credits
A study of the sound system in French"
Topics in Software Engineering,CS 480,2,"FREN 201, FREN 202, or equivalent
FREN 350 Introduction to French Literature 3 credits
A beginning literature course designed to teach students to read with
understanding and critical ability"
Topics in Platform-Based Development,CS 485,2,"FREN 201, FREN 202, or equivalent
FREN 366 Oral Communication 1-6 credits
Intensive practice in advanced conversational skills"
Cognitive Science Senior Capstone,CS 490W,4,"FREN 201, FREN 202, or equivalent
FREN 393 Supervised Study in French-Speaking Countries1-6 credits
Topics will vary"
CS 491W Computer Science Capstone 1,CS 392,4,"FREN 201, FREN 202, or equivalent
FREN 402 French Civilization 3-4 credits
Survey of historical, philosophical, literary and artistic development of
France from the beginning to the present"
CS 492 Computer Science Capstone 2,CS 392W,4,"FREN 201, FREN 202, or equivalent
FREN 404 French Syntax 2-4 credits
Systematic review of French grammar"
"and (CS 306, CS 401, CS 403, CS 406, CS 410, CS 420,
CS 435, CS 440, CS 445, CS 450, CS 465, CS 470, CS 480, or CS 485)
CS 492W Computer Science Capstone 2",CS 491,4,"FREN 201, FREN 202, or equivalent
FREN 405 Business French I 2-4 credits
Study of current vocabulary, terminology and practices used in the
business world"
Computer Science Seminar,CS 495,1,"FREN 201, FREN 202, or equivalent
FREN 406 Business French II 2-4 credits
Study of France"
Senior Thesis,CS 498W,4,"FREN 201, FREN 202, or equivalent
FREN 414 Paris et L"
Construction Work Experience,CM 108,1,"FREN 201, FREN 202, or equivalent
FREN 416 Conversation 1-4 credits
Practice in advanced conversation skills"
Introduction to Construction Management,CM 111,1,"FREN 201, FREN 202, or equivalent
FREN 417 Modern France 1-3 credits
In-depth study of different aspects of contemporary French civilization"
Construction Graphics,CM 120,3,"FREN 201, FREN 202, or equivalent
FREN 420 French Seminar 1-4 credits
In-depth study of an author, genre, movement, theme or period"
Construction Documents,CM 130,2,"FREN 201, FREN 202, or equivalent
FREN 432 French Literature I 1-4 credits
A study of the major authors, works and movements of two successive
centuries of French literature"
Construction Materials and Methods I,CM 210,3,"FREN 201, FREN 202, or equivalent
FREN 442 French Literature II 1-4 credits
A study of the major authors, works and movements of two successive
centuries of French literature"
Construction Materials and Methods II,CM 220,3,"FREN 201, FREN 202, or equivalent
FREN 452 French Literature III 1-4 credits
A study of the major authors, works and movements of two successive
centuries of French literature"
CM 222 Introduction to Statics and Mechanics of Materials,CM 210,3,"FREN 201, FREN 202, or equivalent
FREN 492 (1-4) Individual Study 1-4 credits
Topics will vary"
"or MATH 115 or MATH 121
CM 271 Civil Engineering Measurements",MATH 113,2,"FREN 201, FREN 202, or equivalent
FREN 494 Supervised French Study 1-6 credits
Topics will vary"
"or MATH 115 or MATH 121
CM 297 Construction Professional Practice",MATH 113,1,"FREN 201, FREN 202, or equivalent
FREN 497 Internship 1-6 credits
Prerequisites: FREN 201, FREN 202, or equivalent
FREN 499 Individual Study 1-4 credits
Prerequisites: FREN 201, FREN 202, or equivalent
www"
CM 300 Construction Safety,CM 210,3,Women
CM 310 Estimating I,CM 210,3,"GWS 110 or GWS 220 or consent
278 2024-2025 Undergraduate Catalog www"
"or MATH 115 or MATH 121
CM 330 Planning and Scheduling",MATH 113,3,"Must be department major/minor
GWS 490 Workshop 1-4 credits
Topics to be announced"
CM 340 Construction Project Management,CM 220,3,GWS 110 or GWS 220 and consent
CM 398 CPT: Co-Operative Experience,CM 300,0,"Consent
GEOG 313 Natural Disasters 4 credits
An examination of the underlying causes of natural disasters occurring
over the globe"
Estimating II,CM 410,3,"GEOG 217
GEOG 413 Soil Conservation 4 credits
This course examines basic concepts and components of soils, factors
that influence formation and degradation, soil as a natural resource
for ecosystems and societies, and the importance of soil conservation
to restore functions that reduce erosion, improve water quality and
quantity, mitigate climate change, enhance biodiversity, and increase
agricultural productivity to feed an expanding population"
CM 450 Construction Capstone Project,CM 330,3,"Either GEOG 101 or GEOL 121 and GEOG 315 or 415 are
recommended"
CM 492 Construction Management Seminar,CM 340,3,Either GEOG 101 or ANTH 210
Program Administration,CORR 417,3,"GEOG 373 or equivalent
GEOG 473 Intermediate GIS 4 credits
Comprehensive examination of GIS for manipulation and analysis of
spatially-referenced data, including data structure and organization,
input and output problems, data management, and strategies for
analytical work"
Capstone Seminar,CORR 497,2,"GEOG 373
GEOG 474 Introduction to Remote Sensing 4 credits
This is an introductory course on theories and techniques of remote
sensing"
Decision Making for Career and Life,CSP 110,3,"GEOG 373, GEOG 474
www"
Processes & Skills for Facilitating Effective Change,CSP 115,3,"Consent
GEOG 478 Spatial Analysis with GIS 3 credits
Introduction to theoretical frameworks for spatial analysis and
geographic quantitative methods"
Group Procedures,CSP 470,3,"Prerequisite: GEOG 373, or 473/573, or permission of
instructor"
Interpersonal Helping Skills,CSP 471,3,"GEOG 373
GEOG 482 GIS for Natural Resources 4 credits
This course provides students as well as natural resource professionals
the opportunity to develop knowledge of natural resources management
based on GIS science"
Counseling the Chemically Dependent Family,CSP 473,3,"GEOG 373
GEOG 483 Cloud Mapping & Visualization 4 credits
In this course, instruction is provided on foundational knowledge related
to cloud mapping and visualization of geographical data"
"Inservice 1-4 credits
CSP 499 Individual study 1-4 credits
Creative Writing
CW 242W Introduction to Creative Writing",CSP 491,4,"GEOG 373
GEOG 484 Web GIS 4 credits
In this course, instruction is provided on foundational knowledge related
to mapping and analysis of geospatial data using both open source and
enterprise level Web Mapping and Web GIS platforms"
Video Game Narrative,CW 250,4,"Consent
GEOG 499 Individual Study 1-3 credits
An assignment that is tailored to individual needs of a student"
Form and Technique in Prose,CW 340,4,"Consent
Geology
GEOL 100 Our Geologic Environment 3-4 credits
Earthquakes, volcanic eruptions, and flooding are three examples
of naturally recurring events on the Earth that ultimately influence
all of our lives"
Form and Technique in Poetry,CW 341,4,"GEOL 100 or GEOL 107 or GEOL 121
GEOL 291 Introduction to Water and Soil Analysis 2 credits
Introduction to laboratory analyses of aqueous solutions and soils
in support of civil engineering or geological applications"
Beginning Creative Nonfiction Workshop,CW 342,4,"GEOL 201
GEOL 310 Earth and Space Systems 3 credits
An integrated, multi-disciplinary study of the Earth and the solar
system"
Beginning Fiction Workshop,CW 343,4,"AST 101, CHEM 201, GEOL 121
GEOL 320W Sedimentology and Stratigraphy 4 credits
Focused studies of the origins and processes of transportation,
deposition, burial, and diagenesis of sedimentary materials"
Beginning Poetry Workshop,CW 344,4,"Select one course: GEOL 100, GEOL 107, GEOL 121
GEOL 330 Structural Geology 4 credits
Study of the processes and results of rock deformation at scales ranging
from microscopic to plate tectonic, and at conditions ranging from the
Earth"
Advanced Creative Nonfiction Workshop,CW 442,4,"GEOL 100 or GEOL 107 or GEOL 121
GEOL 401 Field Studies 1-3 credits
This course is devoted to the study and practice of geological field
investigations"
CW 443 Advanced Fiction Workshop,CW 340,4,"GEOL 100 or GEOL 121 and GEOL 122
GEOL 410 Glacial Geology 3 credits
Study of the origin, composition, texture, morphology, and stratigraphy
of glacial deposits"
Advanced Poetry Workshop,CW 444,4,"GEOL 100 or GEOL 107 or GEOL 121
GEOL 430 Intro to Geophysics and Seismology 3 credits
Comprehensive survey of geophysical methods utilized in
geologic resource exploration, and basic principles of applied
seismology in industry"
Screenwriting Workshop,CW 446,4,"GEOL 121, GEOL 201, GEOL 122
GEOL 440 Geology Field Camp 4-8 credits
Geologic field mapping and interpretation in diverse settings"
